Id;Descrizione;IdAmm;IdTipoAmm;IdGruppo;IdDominio;IdSpCercaGruppo;IdSpCercaDominio;IdSpGetIstanzeUtente;applicationsID;ParamCercaGruppo;ParamCercaDominio;ParamFiltroAttributo;esposizione;ordine;IsSpGetIstanzeSimple;ConsoleRiferimento;RichiedeProtocollo;dataCreazione
309;Gestisci i patronati zonali;32;2;33;1;3;591;4;3;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
313;Associazioni Casalinghe;62;2;37;2;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
345;Tributaristi, revisori e altri professionisti per imprese senza dipendenti;62;2;38;1;7;567;8;-1;NULL;NULL;numeroIscrizioneAlbo=attributo_nonvisibile|albo=attributo_nonvisibile|dataComunicazione=attributo_nonvisibile;0;NULL;NULL;NULL;NULL;NULL
346;Patronati Nazionali;62;2;32;1;7;544;8;-1;NULL;NULL;codPatronato=admin;0;NULL;NULL;NULL;NULL;NULL
348;Medici ospedalieri;42;2;40;1;3;544;4;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
352;Gestisci gli operatori per i servizi internet;385;2;62;1;3;544;4;3;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
355;Medici Esterni;62;2;41;1;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
356;Gestisci gli amministratori di patronati;1630;2;83;1;7;544;8;3;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
357;Gestisci i Patronati nazionali;83;2;32;1;7;544;8;3;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
359;Gestisci gli operatori di direzione PC;1630;2;65;1;7;544;8;3;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
363;Delegati;35;2;36;1;3;544;4;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
368;Delegati;38;2;39;1;15;567;8;3;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
369;"Gestisci le Associazioni Casalinghe ";85;2;37;1;7;544;8;3;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
370;Gestisci gli Admin Casalinghe;1630;2;85;1;7;544;8;3;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
375;Gestisci gli operatori per i servizi internet;88;2;62;1;3;544;4;3;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
382;Cittadini;62;2;82;1;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
383;Aziende non iscritte all'INAIL;62;2;50;1;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
384;Gestisci il gruppo Associazioni di Categoria;94;2;35;1;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
387;Gestisci il gruppo SupervisoreDDRR;95;2;97;1;7;544;8;8;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
388;Gestisci il gruppo SupervNazionale CSA DCPREV DCSIT;95;2;98;1;7;544;8;8;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
389;"Gestisci il gruppo Supervisore Sede ";95;2;99;1;7;544;8;8;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
390;Regioni;62;2;96;1;7;544;8;3;NULL;NULL;codiceRegione=Admin;0;NULL;NULL;NULL;NULL;NULL
391;Usl;62;2;100;1;7;544;8;3;NULL;NULL;codiceUsl=Admin;0;NULL;NULL;NULL;NULL;NULL
392;Gestisci il gruppo Subdelegato Associazione Categoria;94;2;36;1;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
393;Gestisci il gruppo Consulente Associazione Categoria;94;2;47;1;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
395;EntiPubblici;62;2;34;1;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
397;Gestisci il gruppo Patronati Test;83;2;102;1;7;544;8;3;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
399;Pubblica amministrazione non iscritta all’INAIL;62;2;104;1;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
404;Legali rappresentanti delle associazioni;62;2;105;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
405;Legali rappresentanti delle società capofila;62;2;106;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
406;Agronomi e dottori forestali;62;2;110;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
407;Agrotecnici e agrotecnici laureati;62;2;111;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
408;Periti agrari e periti agrari laureati;62;2;112;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
411;"Gestisci il gruppo Direttori ";117;2;118;1;7;544;8;9;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
412;Gestisci il gli Ispettori;118;2;119;1;3;591;4;9;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
415;Gestisci il gruppo SupervisoreDDRR;114;2;97;1;3;544;4;8;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
416;"Gestisci il gruppo Supervisore Sede ";385;2;99;1;3;544;4;6041;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
417;Gestisci il gruppo Regioni;121;2;96;1;3;591;4;8;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
418;Gestisci il gruppo Supervisore di Sede;88;2;99;1;3;544;4;23;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
419;Gestisci il gruppo Supervisore DDRR;115;2;97;1;3;544;4;8;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
420;Gestisci il gruppo Usl;121;2;100;1;27;591;8;8;NULL;NULL;codiceUsl=codiceRegione;0;NULL;NULL;NULL;NULL;NULL
421;Gestisci il gruppo Responsabili Processo Prevenzione DR;95;2;121;1;7;544;8;8;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
422;Gestisci il gruppo Responsabile Processo Prevenzione DR;114;2;121;1;3;544;4;8;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
427;Gestisci il gruppo AdminMinLavoro;1630;2;117;1;7;544;8;9;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
445;Gestisci il gruppo Usl;95;2;100;1;7;591;8;8;NULL;NULL;codiceUsl=Admin;0;NULL;NULL;NULL;NULL;NULL
446;Gestisci il gruppo Regioni;95;2;96;1;7;591;8;8;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
447;Gestisci il gruppo Admin Ente;141;2;142;1;7;567;8;13;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
448;Gestisci il gruppo Admin Impresa;141;2;143;1;7;567;8;13;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
454;Operatore Ufficio Ente;142;2;157;1;3;567;4;13;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
458;Operatore Ufficio Impresa;143;2;158;1;3;567;4;13;CodiceANIA;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
459;Operatore Generico Impresa;143;2;153;1;3;567;4;13;CodiceANIA;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
475;Gestisci il gruppo Operatore Inail Casellario;385;2;155;1;3;544;4;13;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
476;Gestisci il gruppo AmministratoriTracciatura;1630;2;161;1;7;544;8;14;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
497;Gestisci il gruppo OperatoriTracciatura;69;2;183;1;3;544;4;14;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
500;Gestisci il gruppo OperatoreInailCasellario;88;2;155;1;3;544;4;13;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
506;"Gestisci il gruppo Amministratore di sede ";191;2;192;1;7;544;8;19;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
507;Gestisci il gruppo Operatori;191;2;193;1;7;544;8;19;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
508;Gestisci il gruppo Segreteria;191;2;194;1;7;544;8;19;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
509;Responsabile ufficio servizi associazione - non società;195;2;199;1;3;544;4;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
510;Responsabile ufficio servizi associazione - società;196;2;200;1;3;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
511;Responsabile ufficio locale CAF;197;2;198;1;3;544;8;-1;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL
513;Delegati;198;2;203;1;3;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
514;Delegati;200;2;202;1;3;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
515;Delegati;199;2;201;1;3;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
516;Servizi associazioni - non società;62;2;195;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
517;Servizi associazioni - società;62;2;196;1;7;567;8;-1;NULL;NULL;CFServizio=Admin;0;NULL;NULL;NULL;NULL;NULL
518;CAF imprese;62;2;197;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
520;Gestisci il gruppo GestoreArea;385;2;216;1;3;544;8;20;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
526;Gestisci il gruppo AssistenteSocialeSede;225;2;218;1;7;544;8;22;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
527;Gestisci il gruppo National Controller Monitor Emoticons;226;2;227;1;7;544;8;6104;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
528;Gestisci il gruppo Supervisore Sede;226;2;99;1;7;544;8;6104;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
529;Gestisci gli utenti DPL;228;2;229;1;7;591;8;24;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
531;Gestisci gli utenti DPL;118;2;229;1;7;591;8;24;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
538;Gestisci il gruppo FunzionarioAAS;385;2;215;1;3;544;4;32;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
539;Gestisci il gruppo FunzionarioAAS;88;2;215;1;3;544;4;32;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
542;Gestisci il gruppo Assistente Sociale di Sede;385;2;218;1;3;544;4;22;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
543;Gestisci il gruppo Gestore Area;88;2;216;1;3;544;8;20;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
544;Gestisci il gruppo COI CIV;256;2;257;1;7;544;8;26;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
545;Gestisci il gruppo COI DCSO;256;2;258;1;7;544;8;26;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
546;Gestisci il gruppo COI Presidenza CIV;256;2;259;1;7;544;8;26;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
547;Gestisci il gruppo COI_ADMINISTRATOR;256;2;256;1;7;544;8;26;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
549;Gestisci il gruppo AmmistratoreTracciaturaRich;161;2;260;1;7;544;8;14;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
550;Gestisci il gruppo OperatoriRichieste;69;2;261;1;3;544;8;14;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
551;Amministratore CE;74;2;234;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
552;Admin INPS;74;2;235;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
555;Amministratore di sede INPS;235;2;237;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
557;PA di consultazione;74;2;238;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
562;Operatore Cruscotto;74;2;239;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
563;Operatore sede CE;234;2;240;1;32;544;8;4;NULL;NULL;codiceUnitaCE=NO_CA03_BZ03;0;NULL;NULL;ConsoleIntranet;NULL;NULL
565;Operatore sede CE;74;2;240;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
568;Amministratore sede CE;234;2;236;1;32;544;8;4;NULL;NULL;codiceUnitaCE=NO_CA03_BZ03;0;NULL;NULL;ConsoleIntranet;NULL;NULL
569;Operatore sede CE;236;2;240;1;3;544;4;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
571;Stazione Appaltante;74;2;243;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
572;Stazione Appaltante;237;2;243;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
574;Stazione Appaltante;236;2;243;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
575;Stazione Appaltante;235;2;243;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
576;Stazione Appaltante;234;2;243;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
580;Delegati;243;2;251;1;3;544;4;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
581;Subdelegato Stazione Appaltante;237;2;251;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
582;Subdelegato Stazione Appaltante;236;2;251;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
585;Subdelegato Stazione Appaltante;234;2;251;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
587;Subdelegato Stazione Appaltante;235;2;251;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
589;Società Organismo Attestazioni;74;2;244;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
605;Operatore sede INAIL;74;2;241;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
610;Subdelegato PA di consultazione;238;2;250;1;3;544;4;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
614;Operatore sede INPS;237;2;242;1;3;544;4;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
617;Operatore sede INPS;74;2;242;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
618;Operatore sede INPS;235;2;242;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
620;Gestisci il gruppo AdminSSI;225;2;225;1;7;544;8;22;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
622;Operatore Sede INAIL;385;2;241;1;3;544;4;4;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
623;Operatore Sede INAIL;88;2;241;1;3;544;4;4;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
624;Gestisci il gruppo AdminDocebo;266;2;266;1;7;544;8;28;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
634;Operatore Cruscotto DURC;235;2;239;1;44;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
635;Subdelegato Amministratore CE;234;2;245;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
638;Gestisci il gruppo Operatore Generico Impresa;141;2;153;1;7;567;8;13;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
639;Gestisci il gruppo Operatore Ufficio Impresa;141;2;158;1;7;567;8;13;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
641;Consultatore globale CE;234;2;275;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
642;Consultatore globale CE;245;2;275;1;32;544;8;4;NULL;NULL;codiceUnitaCE=NO_CA03_BZ03;0;NULL;NULL;NULL;NULL;NULL
643;Amministratore sede CE;275;2;236;1;32;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
644;Operatore sede Cassa Edile;275;2;240;1;32;544;8;4;NULL;NULL;codiceUnitaCE=NO_CA03_BZ03;0;NULL;NULL;NULL;NULL;NULL
645;Operatore sede Cassa Edile;245;2;240;1;32;544;8;4;NULL;NULL;codiceUnitaCE=NO_CA03_BZ03;0;NULL;NULL;NULL;NULL;NULL
646;Amministratore sede CE;245;2;236;1;32;544;8;4;NULL;NULL;codiceUnitaCE=NO_CA03_BZ03;0;NULL;NULL;NULL;NULL;NULL
647;Amministratore di sede INPS;246;2;237;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
648;"Subdelegato amministratore INPS ";235;2;246;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
649;"	Operatore Cruscotto DURC";234;2;239;1;44;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
650;Gestisci il gruppo DelegatoDirRegionale;114;2;277;1;538;544;8;23;NULL;NULL;CodiceUnita=ConDR;0;NULL;NULL;ConsoleIntranet;NULL;NULL
651;Gestisci il gruppo DelegatoDirRegionale;115;2;277;1;538;544;8;23;NULL;NULL;CodiceUnita=ConDR;0;NULL;NULL;ConsoleIntranet;NULL;NULL
653;Gestisci il gruppo Utenti Elearning;266;2;278;1;7;544;8;28;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
654;Segreterie di Sede;385;2;279;1;3;544;4;31;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
655;Segreterie di Sede;88;2;279;1;3;544;4;31;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
656;Amministratore CS;280;2;280;1;7;544;8;31;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
659;Subdelegato di consorzio società cooperative;285;2;286;1;3;591;4;3;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
661;Subdelegato società capo gruppo;293;2;294;1;3;591;4;3;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
662;Delegati;287;2;288;1;15;567;16;3;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
663;Delegati;289;2;290;1;15;567;16;3;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
664;Delegati;291;2;292;1;15;567;16;3;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
665;Avvocato;62;2;287;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
666;Commercialista ed esperto contabile;62;2;289;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
667;Consulente del lavoro;62;2;291;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
668;Consorzio società cooperative;62;2;285;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
669;Società capogruppo;62;2;293;1;7;567;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
670;Operatore Inail Casellario;115;2;155;1;3;544;4;13;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
671;Operatore Inail Casellario;114;2;155;1;3;544;4;13;NULL;NULL;NULL;0;NULL;575;ConsoleIntranet;NULL;NULL
675;Gestisci il gruppo FED_ISPETTORI_INPS;304;2;305;1;7;544;8;35;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
676;Utenti WebSigner (con Token);308;2;306;1;7;544;8;36;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
677;Utenti Firma Digitale (senza Token);308;2;307;1;7;544;8;36;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
686;Operatori federazione con Inps;318;2;319;1;7;544;8;38;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
689;Operatori federazione con Inps;321;2;319;1;7;544;8;38;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
692;Gestisci il gruppo LogOnAsImpers;332;2;331;1;7;544;8;-1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
705;Gestisci il gruppo Delegato Direttore Regionale;114;2;341;1;7;544;8;20;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
706;Gestisci il gruppo Delegato Direttore Regionale;115;2;341;1;7;544;8;20;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
710;Stazione Appaltante 3.5;74;2;263;1;7;544;8;4;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
717;Amministratore Applicativo;359;2;359;1;7;544;8;44;NULL;NULL;NULL;0;NULL;NULL;ConsoleIntranet;NULL;NULL
728;Gestisci i responsabili di processo;385;2;366;2;543;544;536;6037;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
729;Gestisci Esperti di procedura;385;2;373;2;543;544;536;6008;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
731;Gestisci gli operatori di processo;385;2;376;2;543;544;536;6037;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
733;Gestisci gli utenti in sola lettura;385;2;378;2;543;544;536;6016;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
734;Gestisci i responsabili amministrativi dei provvedimenti;385;2;379;2;543;544;536;6037;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
739;Gestione Operatori;385;2;386;2;543;544;536;6036;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
740;Gestione Controllore;385;2;387;2;543;544;536;6035;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
741;Gestione Responsabile Processo GRAI;385;2;388;1;543;544;536;6036;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
742;Gestisci i responsabili di processo;88;2;366;2;543;544;536;6037;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
743;Gestisci Esperti di procedura;88;2;373;2;543;544;536;6008;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
746;Gestisci gli operatori di processo;88;2;376;2;543;544;536;6037;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
748;Gestisci gli utenti in sola lettura;88;2;378;2;543;544;536;6016;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
749;Gestisci i responsabili amministrativi dei provvedimenti;88;2;379;2;543;544;536;6037;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
750;Gestisci il responsabile di verifica;368;2;369;2;543;546;536;5971;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
751;Gestisci il Dirigente delle attività istituzionali;368;2;371;2;543;546;536;6029;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
752;Gestisci il vicario Dir. delle Att. istituzionali;368;2;372;2;543;546;536;6007;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
755;Gestione Operatori;385;2;392;2;543;544;536;6034;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
756;Gestione Controllore;385;2;393;2;543;544;536;5034;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
757;Gestione Operatori;1630;2;392;2;7;544;8;5900;NULL;NULL;NULL;1;NULL;NULL;ConsoleIntranet;NULL;NULL
758;Gestione Controllore;1630;2;393;2;7;544;8;5900;NULL;NULL;NULL;1;NULL;NULL;ConsoleIntranet;NULL;NULL
759;Gestione Contabile;1630;2;394;2;7;544;8;5900;NULL;NULL;NULL;1;NULL;NULL;ConsoleIntranet;NULL;NULL
760;Gestione Assistenza;1630;2;395;2;7;544;8;5900;NULL;NULL;NULL;1;NULL;NULL;ConsoleIntranet;NULL;NULL
767;Gestione Gruppo Dirigente Medico II Livello;450;2;408;1;543;541;536;5010;NULL;NULL;PermessiCC=attributo_nonvisibile_default_from_ds;1;NULL;575;ConsoleIntranet;NULL;NULL
768;Gestisci gruppo CC_Dirigente_medico_I_Livello;450;2;401;1;543;541;536;5010;NULL;NULL;PermessiCC=attributo_nonvisibile_default_from_ds;1;NULL;575;ConsoleIntranet;NULL;NULL
769;Gestisci gruppo CC_Specialista;450;2;405;1;543;541;536;5010;NULL;NULL;PermessiCC=attributo_nonvisibile_default_from_ds;1;NULL;575;ConsoleIntranet;NULL;NULL
770;Gestisci gruppo CC_Infermiere;450;2;402;1;543;540;536;5010;NULL;NULL;PermessiCC=attributo_nonvisibile_default_from_ds;1;NULL;575;ConsoleIntranet;NULL;NULL
771;Gestisci gruppo CC_Tecnico_radiologia;450;2;403;1;543;541;536;5010;NULL;NULL;PermessiCC=attributo_nonvisibile_default_from_ds;1;NULL;575;ConsoleIntranet;NULL;NULL
772;Gestisci gruppo CC_Fisioterapista;450;2;404;1;543;540;536;5010;NULL;NULL;PermessiCC=attributo_nonvisibile_default_from_ds;1;NULL;575;ConsoleIntranet;NULL;NULL
773;Gestisci gruppo CC_Dirigente_medico_I_Livello;408;2;401;1;543;541;536;5010;NULL;NULL;DataScadenza=attributo_disabilitato|PermessiCC=attributo_item_non_vis_del;1;NULL;575;ConsoleIntranet;NULL;NULL
774;Gestisci gruppo CC_Fisioterapista;408;2;404;1;543;544;536;5010;NULL;NULL;DataScadenza=attributo_disabilitato|PermessiCC=attributo_item_non_vis_del;1;NULL;575;ConsoleIntranet;NULL;NULL
775;Gestisci gruppo CC_Infermiere;408;2;402;1;543;544;536;5010;NULL;NULL;DataScadenza=attributo_disabilitato|PermessiCC=attributo_item_non_vis_del;1;NULL;575;ConsoleIntranet;NULL;NULL
776;Gestisci gruppo CC_Specialista;408;2;405;1;543;541;536;5010;NULL;NULL;DataScadenza=attributo_disabilitato|PermessiCC=attributo_item_non_vis_del;1;NULL;575;ConsoleIntranet;NULL;NULL
777;Gestisci gruppo CC_Tecnico_radiologia;408;2;403;1;543;540;536;5010;NULL;NULL;DataScadenza=attributo_disabilitato|PermessiCC=attributo_item_non_vis_del;1;NULL;575;ConsoleIntranet;NULL;NULL
779;Gestisci gruppo CC_ResponsabileSanitarioCPR;450;2;410;2;543;541;536;5010;NULL;NULL;NULL;1;NULL;575;ConsoleIntranet;NULL;NULL
785;Gestisci gruppo CC_Dirigente_medico_I_Livello;410;2;401;1;543;541;536;5010;NULL;NULL;DataScadenza=attributo_disabilitato|PermessiCC=attributo_item_non_vis_del;1;NULL;575;ConsoleIntranet;NULL;NULL
