Id;IdTipoAttributo;IdGruppo;Ordine;Nome;Descrizione;IdStoreProcedure;DataSource;DataMember;DataLen;DataFormat;necessario;RitornaDescrizione;PostBack;Discriminante;Principale;visualizzaValore;defaultValue;IdSPverificaAttributo;Regex;IsEsteso
959;3;1190;1;codiceASL;codice ASL;-1;profiloUtente;codiceASL;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
960;1;1192;1;GRUPPO_COD;Gruppo Cod;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
961;1;1192;2;DIREZIONE_COD;Direzione Cod;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
962;1;1192;3;REGIONE_COD;Regione Cod;506;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
964;3;1195;1;userNamePadre;'Utente Padre';-1;ProfiloUtente;username;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
966;3;1197;1;TipoAdmin;TipoAdmin;19;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
970;3;1199;1;codiceUnita;Codice Unità;-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
971;1;1202;1;codiceUnita;codice Unita;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
972;1;1203;1;codiceUnita;Sede INAIL;10;;;0;;0;1;1;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
974;1;1205;1;Regione;Regione;1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
975;1;1206;1;codiceUnita;;537;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
976;1;1207;1;codiceUnita;codiceUita;10;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
977;1;1208;1;codiceUnita;codiceUnita;10;;;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
978;1;1212;1;CodiceEdificio;Codice Edificio;1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
980;1;1213;1;CodiceEdificio;Codice Edificio;1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
981;3;1215;1;userNamePadre;Ditta;-1;profiloUtente;userNamePadre;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
982;3;1215;2;userDelegante;Delegante;-1;profiloUtente;username;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
985;3;1224;1;appID;Applicazione;11;profiloUtente;appID;0;;1;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
986;1;1228;1;Ambito;Ambito;1;;;0;;1;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
987;1;1229;1;Ambito;Ambito;1;;;0;;1;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
988;1;1230;1;codiceUnita;Sede INAIL;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
989;3;1231;1;codiceUnita;Codice Unità;537;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
991;1;1247;1;APPLICAZIONE;APPLICAZIONE;571;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
992;3;1248;1;APPLICAZIONE;APPLICAZIONE;19;profiloUtente;APPLICAZIONE;0;;1;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
993;1;1249;1;APPLICAZIONE;APPLICAZIONE;571;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
994;1;1250;1;APPLICAZIONE;APPLICAZIONE;571;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
999;1;1251;1;APPLICAZIONE;APPLICAZIONE;571;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1000;1;1252;1;APPLICAZIONE;APPLICAZIONE;571;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1001;1;1253;1;APPLICAZIONE;APPLICAZIONE;571;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1002;1;1254;1;APPLICAZIONE;APPLICAZIONE;571;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1003;1;1256;1;codiceUnita;Sede;10;;;0;;1;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";1
1004;1;1256;2;RuoloSiebel;Ruolo;1;;;0;;1;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1005;1;1257;1;codiceUnita;Sede;10;;;0;;1;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";1
1006;1;1257;2;RuoloSiebel;Ruolo;1;;;0;;1;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1007;1;1259;1;codiceUnita;Codice Unità;537;profiloUtente;codiceUnita;0;;1;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1008;1;1261;1;CodiceCOR;Codice COR;1;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1009;1;1262;1;CODICECOR;CODICE COR;1;profiloUtente;CODICECOR;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1010;1;1263;1;CODICECOR;CODICE COR;1;profiloUtente;CODICECOR;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1011;1;1264;1;CODICECOR;CODICE COR;1;profiloUtente;CODICECOR;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1013;1;1268;1;ArcherContesto;Contesto;1;;;0;;1;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1014;1;1267;1;ArcherContesto;Contesto;1;;;0;;1;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1015;1;1266;1;ArcherContesto;Contesto;1;;;0;;1;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1016;1;1165;1;codiceUnita;Codice regione;518;;;0;;1;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1017;1;888;1;codiceUnita;Codice unità;1;;;0;;0;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1018;3;1278;1;UUID;Azienda Agricola;19;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1024;1;1281;1;codiceUnita;Codice Struttura;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1025;1;1282;1;codiceUnita;Codice Struttura;10;profiloUtente;codiceUnita;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1026;1;1287;1;codiceASL;codice ASL;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1027;1;1288;1;ARPA_COD;ARPA_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1028;1;1289;1;UNIV_COD;UNIV_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1029;1;1290;1;INAIL_COD;INAIL_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1030;1;1293;1;FonteDati_CAT;;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1031;1;1294;1;FonteDati_CAT;;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1032;1;1295;1;FonteDati_CAT;;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1033;1;1296;1;FonteDati_CAT;;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1034;1;1297;1;FonteDati_CAT;;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1037;3;1299;1;TipoAdmin;Tipo Admin;19;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1040;2;1302;1;CFdittaSTP;Codice Fiscale della STP;1;;;0;;0;0;0;1;1;1;;28;"                                                                                                                                                                                                                                                          ";0
1042;3;1303;1;CFdittaSTP;Codice Fiscale della STP;-1;profiloUtente;CFdittaSTP;0;;0;1;1;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1043;3;1304;1;CFdittaSTP;Codice Fiscale della STP;-1;profiloUtente;CFdittaSTP;0;;0;1;1;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1049;1;1319;1;codiceUnita;codice Unita;1;;;0;;0;0;0;0;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1050;1;1320;1;codiceUnita;Codice unità;1;profiloUtente;codiceUnita;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1051;1;1321;1;codiceUnita;Codice unità;1;profiloUtente;codiceUnita;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1052;1;1322;1;codiceUnita;Codice unità;1;profiloutente;codiceUnita;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1053;1;1323;1;codiceUnita;Codice unità;1;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1054;3;1324;1;Datoredilavoro;Datore di Lavoro;-1;profiloUtente;username;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1056;1;1327;1;codiceunita;;10;profiloUtente;codiceunita;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1058;3;1310;1;codiceunita;codiceunita;10;profiloUtente;codiceunita;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1059;1;1331;1;codiceUnita;Codice Unità;537;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1061;3;1335;1;TipoAdmin;Tipo Admin;19;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1062;2;1339;1;codiceSede;;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1063;3;1342;1;codiceASL;SirdeOperatoreASL;-1;profiloUtente;codiceASL;0;;1;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1066;1;1343;1;codiceRegioneIstat;Codice regionale istat;1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1068;1;1344;1;codiceRegioneIstat;Codice regionale istat;1;profiloutente;codiceRegioneIstat;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1071;1;1345;1;codiceASL;codice ASL;1;;;0;;0;0;1;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1072;1;1337;1;GRUPPO_CODARCO;GRUPPO_COD;542;;;0;;0;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1073;3;1337;2;DIREZIONE_COD;DIREZIONE_COD;19;;;0;;0;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1074;3;1337;3;REGIONE_COD;REGIONE_COD;19;;;0;;0;1;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1075;1;1349;1;ARPA_COD;ARPA_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1076;1;1350;1;codiceASL;codice ASL;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1077;1;1351;1;INAIL_COD;INAIL_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1078;1;1352;1;UNIV_COD;UNIV_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1079;1;1353;1;ARPA_COD;ARPA_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1080;1;1354;1;codiceASL;codice ASL;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1081;1;1355;1;INAIL_COD;INAIL_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1082;1;1356;1;UNIV_COD;UNIV_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1083;1;1357;1;ARPA_COD;ARPA_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1084;1;1358;1;codiceASL;codice ASL;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1085;1;1359;1;INAIL_COD;INAIL_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1086;1;1360;1;UNIV_COD;UNIV_COD;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1087;1;1368;1;codiceRegione;Codice Regione;506;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1088;1;1368;2;solaLettura;Sola Lettura;1;;;0;;0;1;0;1;1;0;NO;-1;"                                                                                                                                                                                                                                                          ";0
1089;1;1369;1;codiceRegione;Codice Regione;506;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1090;1;1371;1;codiceUsl;Codice Asl;542;;;0;;0;1;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1091;1;1372;1;codiceRegione;Codice Regione;1;;;0;;0;1;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1092;1;1372;2;MPWSolaLettura;Sola Lettura;1;;;0;;0;1;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1093;1;1373;1;codiceUsl;Codice Asl;542;;;0;;0;1;1;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1094;1;1373;2;MPWCodiceZonaAsl;Codice Zona Asl;572;attributo;codiceUsl;0;;0;1;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1098;3;1324;2;userNamePadre;Ditta;-1;profiloUtente;userNamePadre;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1099;1;1390;1;CodiceUnita;Sede;10;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1100;1;1391;1;CodiceUnita;Sede;10;;;0;;0;0;0;0;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1101;1;1398;1;codiceUnita;codice Unita;537;;;0;;0;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1102;1;1400;1;codiceUnita;Codice Unita;518;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1103;1;1401;1;codiceUnita;Codice Unita;518;;;0;;0;0;0;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
1104;1;1402;1;codiceUnita;Codice Unita;518;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1105;1;1403;1;codiceUnita;Codice Unita;518;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1106;3;1415;1;EntePA;EntePA;19;profiloUtente;EntePA;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1115;1;1420;1;codiceUnita;codice Unità;518;profiloUtente;codiceUnita;0;;1;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1116;1;1423;1;CodiceApp;CodiceApp;577;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1117;1;1424;1;CodiceApp;CodiceApp;577;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1118;1;1425;1;CodiceApp;CodiceApp;577;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1119;1;1426;1;CodiceApp;CodiceApp;577;;;0;;0;0;0;0;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1120;1;1438;1;codiceUnita;Codice Struttura;10;profiloUtente;codiceUnita;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1121;1;1439;1;codiceUnita;codice unità;10;;;0;;1;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1122;1;1441;1;codiceUnita;Codice Unita;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1123;1;1441;2;Permessi;Permessi;1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1124;1;1442;1;codiceUnita;;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1126;1;1443;1;codiceUnita;;10;profiloUtente;codiceUnita;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1128;1;1444;1;codiceUnita;;518;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1130;1;1445;1;codiceUnita;;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1131;1;1468;1;codiceUnita;Codice unita;-1;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1132;1;1468;2;codiceUfficio;Codice Ufficio;10;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1133;1;1471;1;CodiceUnita;;537;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1134;1;1472;1;CodiceUnita;;537;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1135;1;1474;1;CodiceUnita;;537;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1136;1;1475;1;CodiceUnita;;537;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1137;3;1483;1;codiceUnita;Codice Unità;-1;profiloUtente;codiceUnita;0;;1;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1138;1;1499;1;codiceUnita;codice Unita;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1139;1;1500;1;codiceUnita;Codice Unita;1;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1140;3;1501;1;codiceUnita;Codice Unità;10;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1141;1;1502;1;codiceUnita;Codice Unità;10;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1142;1;1503;1;codiceUnita;Codice Unità;10;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1143;1;1504;1;codiceRegione;Codice Regione;542;;;0;;1;1;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1144;1;1504;2;codiceUnita;codice Unità;10;;;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1145;1;1176;1;codiceRegione;codice Regione;542;;;0;;1;1;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
1146;1;1176;2;codiceUnita;codice Unità;10;;;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1147;1;1505;1;CodiceUnita;Codice Unità;537;;;0;;0;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
1148;1;1507;1;codiceUnita;codice Unita;10;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1149;1;1509;1;codiceUnita;codice Unita;518;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1150;1;1511;1;codiceUnita;codice Unita;518;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
1151;1;1519;1;codiceUnita;Codice Unita;537;;;0;;0;1;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
