Id;IdTipoAttributo;IdGruppo;Ordine;Nome;Descrizione;IdStoreProcedure;DataSource;DataMember;DataLen;DataFormat;necessario;RitornaDescrizione;PostBack;Discriminante;Principale;visualizzaValore;defaultValue;IdSPverificaAttributo;Regex;IsEsteso
10;1;30;1;albo;Albo;NULL;NULL;NULL;NULL;NULL;0;0;0;1;0;1;NULL;28;NULL;NULL
11;1;1347;1;albo;Albo;1;NULL;NULL;NULL;NULL;0;0;0;1;0;1;NULL;NULL;NULL;NULL
12;3;35;1;codAssCategoria;Codice Ass.categoria;19;NULL;NULL;NULL;NULL;0;0;0;1;1;1;NULL;17;NULL;NULL
13;3;36;1;codAssCategoria;Codice Ass.categoria;NULL;profiloUtente;codAssCategoria;NULL;NULL;0;0;0;1;1;1;NULL;NULL;NULL;NULL
14;3;47;1;codAssCategoria;Codice Ass.categoria;NULL;profiloUtente;codAssCategoria;NULL;NULL;0;0;0;1;1;1;NULL;NULL;NULL;NULL
18;3;41;1;codFornitore;Codice Fornitore;19;NULL;NULL;NULL;NULL;0;0;0;1;0;1;NULL;25;NULL;NULL
19;3;42;1;codFornitore;Codice Fornitore;19;NULL;NULL;NULL;NULL;0;0;0;1;1;1;NULL;24;NULL;NULL
20;3;40;1;codFornitorePadre;Codice Fornitore;19;profiloUtente;codFornitore;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
21;1;32;1;codPatronato;Codice Patronato;1;NULL;NULL;NULL;NULL;0;0;0;1;1;1;NULL;NULL;NULL;NULL
22;1;33;1;codPatronato;Codice Patronato;1;NULL;NULL;NULL;NULL;0;0;0;1;1;1;NULL;NULL;NULL;NULL
23;2;33;2;codPatronatoUffZon;Ufficio Zonale;1;NULL;NULL;NULL;NULL;0;0;0;1;0;1;NULL;21;NULL;NULL
25;3;62;1;codiceUnita;Sede INAIL;NULL;profiloUtente;codiceUnita;NULL;NULL;0;1;1;1;1;1;NULL;NULL;NULL;NULL
32;3;29;1;userNamePadre;Utente 'padre';NULL;profiloUtente;username;NULL;NULL;0;0;0;1;0;1;NULL;NULL;NULL;NULL
34;3;36;2;userNamePadre;Utente 'padre';NULL;profiloUtente;username;NULL;NULL;0;0;0;1;0;1;NULL;NULL;NULL;NULL
35;3;39;1;userNamePadre;Utente 'padre';NULL;profiloUtente;username;NULL;NULL;0;0;0;1;0;1;NULL;NULL;NULL;NULL
36;3;47;2;userNamePadre;Utente 'padre';NULL;profiloUtente;username;NULL;NULL;0;0;0;1;0;1;NULL;NULL;NULL;NULL
38;5;30;2;dataComunicazione;Data Com. a Dir.Prov. <br>del Lavoro legge 12/79;NULL;NULL;NULL;NULL;NULL;0;0;0;1;0;1;NULL;NULL;NULL;NULL
39;3;30;3;numeroIscrizioneAlbo;Numero Iscrizione;19;NULL;NULL;NULL;NULL;0;0;0;1;0;1;NULL;NULL;NULL;NULL
40;5;1347;2;dataComunicazione;Data Com. a Dir.Prov. del Lavoro legge 12/79;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;1;NULL;NULL;NULL;NULL
41;3;1347;3;numeroIscrizioneAlbo;Numero Iscrizione;19;NULL;NULL;NULL;NULL;0;0;0;0;0;0;NULL;NULL;NULL;NULL
46;3;69;1;appID;Applicazione;11;profiloUtente;appID;0;;1;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
47;3;70;1;appID;Applicazione;NULL;profiloUtente;appID;NULL;NULL;1;1;0;1;1;1;NULL;NULL;NULL;NULL
57;1;88;1;codiceUnita;Codice Unita;10;profiloutente;codiceUnita;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL
58;1;96;1;codiceRegione;Codice Regione Inail;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
59;1;97;1;codiceRegione;Codice Regione Inail;1;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
60;1;99;1;CodiceUnita;CodiceUnita;10;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
61;1;100;1;codiceUsl;codiceUsl;1;NULL;NULL;NULL;NULL;NULL;0;1;1;0;1;NULL;NULL;NULL;NULL
62;1;101;1;userNamePadre;Codice Ditta;555;NULL;NULL;NULL;NULL;NULL;0;0;1;1;0;NULL;NULL;NULL;NULL
63;1;102;1;codPatronato;codice Patronato;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
64;3;102;2;codPatronatoUffZon;Ufficio Zonale;19;NULL;NULL;NULL;NULL;NULL;0;0;1;0;0;NULL;NULL;NULL;NULL
65;1;108;0;codiceUnita;Codice Unità;2;NULL;NULL;NULL;NULL;NULL;1;0;1;1;1;NULL;NULL;NULL;NULL
66;1;109;1;codiceUnita;"Codice Unità ";2;NULL;NULL;NULL;NULL;NULL;1;0;1;1;1;NULL;NULL;NULL;NULL
67;1;114;1;codiceRegione;Codice Regione Inail;1;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL
68;1;114;2;CodiceUnita;CodiceUnita;10;NULL;NULL;NULL;NULL;NULL;1;1;1;0;1;NULL;NULL;NULL;NULL
69;1;115;1;codiceRegione;Codice Regione Inail;1;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL
70;1;115;2;CodiceUnita;CodiceUnita;10;;;0;;0;1;1;1;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
71;1;118;1;SedeMinLav;Sede MinLav;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;0;NULL;NULL;NULL;NULL
72;1;119;1;SedeMinLav;Sede MinLav;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;0;NULL;NULL;NULL;NULL
73;1;121;1;codiceRegione;Codice Regione Inail;1;NULL;NULL;NULL;NULL;NULL;1;0;1;1;1;NULL;NULL;NULL;NULL
90;1;142;1;CodiceEnte;Codice Ente;1;NULL;NULL;NULL;NULL;NULL;0;0;0;1;1;NULL;NULL;NULL;NULL
91;1;143;1;CodiceANIA;Codice ANIA;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
107;1;153;1;CodiceANIA;Codice ANIA;1;;;0;;0;0;1;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
111;1;155;1;codiceUnita;codice unità;10;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
114;1;157;1;CodiceEnte;Codice Ente;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
116;1;158;1;CodiceANIA;Codice ANIA;1;profiloutente;CodiceANIA;0;;0;0;1;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
145;1;183;1;appID;Applicazione;11;;;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
148;1;192;1;codiceUnita;"Codice Unità ";10;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
149;1;194;1;codiceUnita;"Codice Unità ";10;NULL;NULL;NULL;NULL;NULL;1;0;1;1;1;NULL;NULL;NULL;NULL
150;2;195;1;CFServizioNA;CF servizi associazioni - non società;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;28;NULL;NULL
151;2;196;1;CFServizio;CF servizi associazioni - società;1;NULL;NULL;NULL;NULL;NULL;1;0;1;1;1;NULL;28;NULL;NULL
152;2;197;1;cfCaf;CF CAF imprese;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;28;NULL;NULL
153;3;198;1;cfCaf;CF CAF imprese;-1;profiloUtente;cfCaf;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
154;3;200;1;CFServizio;CFServizio;-1;profiloUtente;CFServizio;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
155;3;199;1;CFServizioNA;CF servizi associazioni - non società;19;profiloUtente;CFServizioNA;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
156;3;203;1;cfCaf;"CF CAF imprese ";NULL;profiloUtente;cfCaf;NULL;NULL;NULL;0;0;1;1;0;NULL;NULL;NULL;NULL
157;3;202;1;CFServizio;CFServizio;NULL;profiloUtente;CFServizio;NULL;NULL;NULL;0;0;1;1;0;NULL;NULL;NULL;NULL
158;3;201;1;CFServizioNA;CF servizi associazioni - non società;19;profiloUtente;CFServizioNA;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
159;3;202;2;Ufficio;Ufficio;NULL;profiloUtente;Ufficio;NULL;NULL;NULL;0;0;1;0;0;NULL;NULL;NULL;NULL
160;3;203;2;UfficioCaf;UfficioCaf;NULL;profiloUtente;UfficioCaf;NULL;NULL;NULL;0;0;1;0;0;NULL;NULL;NULL;NULL
161;3;201;2;UfficioNA;Ufficio;19;profiloUtente;UfficioNA;NULL;NULL;NULL;0;0;1;0;1;NULL;NULL;NULL;NULL
162;2;198;2;UfficioCaf;UfficioCaf;29;;;0;;0;0;0;1;1;0;;28;"                                                                                                                                                                                                                                                          ";0
163;2;200;2;Ufficio;Ufficio;30;;;0;;0;0;0;1;1;0;;28;"                                                                                                                                                                                                                                                          ";0
164;2;199;2;UfficioNA;Ufficio;31;;;0;;0;0;0;1;1;0;;28;"                                                                                                                                                                                                                                                          ";0
165;1;207;1;codiceUnita;codice Unità;10;NULL;NULL;NULL;NULL;NULL;1;0;1;0;0;NULL;NULL;NULL;NULL
169;1;215;1;codiceUnita;Codice Unità;10;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
170;1;216;2;AreaAAS;Area;1;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL;NULL;NULL
171;1;216;1;codiceUnita;Sede INAIL;10;NULL;NULL;NULL;NULL;NULL;0;0;1;1;0;NULL;NULL;NULL;NULL
174;1;218;1;codiceUnita;Sede INAIL;10;NULL;NULL;NULL;NULL;NULL;1;0;1;1;1;NULL;NULL;NULL;NULL
180;1;229;1;codiceProvincia;codice Provincia;1;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL;NULL;NULL
181;1;229;2;LivelloDA16;Livello Diffide Art. 16;1;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL;NULL;NULL
186;2;233;1;codiceUnita;Sede INAIL;10;NULL;NULL;NULL;NULL;NULL;1;0;1;1;1;NULL;NULL;NULL;NULL
187;1;236;1;codiceUnitaCE;codice unità CE;34;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
188;1;237;1;CodiceUnitaINPS;Codice Unita INPS;36;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
189;2;238;1;codicePA;codice PA;37;NULL;NULL;NULL;NULL;NULL;0;1;1;1;1;NULL;28;NULL;NULL
190;1;238;2;tipoConsultazione;Tipo Consultazione;42;NULL;NULL;NULL;NULL;NULL;0;0;0;0;1;NULL;NULL;NULL;NULL
191;1;239;1;PermessiDURC;Permessi Cruscotto Durc;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
192;1;240;1;codiceUnitaCE;codice unità CE;34;NULL;NULL;NULL;NULL;NULL;0;1;1;1;0;NULL;NULL;NULL;NULL
193;4;240;2;Permessi;permessi;1;NULL;NULL;NULL;NULL;NULL;0;1;0;0;1;NULL;NULL;NULL;NULL
194;1;241;1;codiceUnita;codice Unità;10;NULL;NULL;NULL;NULL;NULL;0;1;1;1;1;NULL;NULL;NULL;NULL
195;4;241;2;Permessi;permessi;1;NULL;NULL;NULL;NULL;NULL;0;0;1;0;1;NULL;NULL;NULL;NULL
196;1;242;1;CodiceUnitaINPS;Codice Unita INPS;36;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
197;4;242;2;Permessi;permessi;1;NULL;NULL;NULL;NULL;NULL;0;0;0;0;1;NULL;NULL;NULL;NULL
198;2;243;1;codiceSA;codice Stazione Appaltante;33;NULL;NULL;NULL;NULL;NULL;0;0;1;1;0;NULL;28;NULL;NULL
199;2;244;1;codiceSOA;codice SOA;35;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;28;NULL;NULL
200;3;247;1;codiceUnitaCE;codice unità CE;34;profiloUtente;codiceUnitaCE;NULL;NULL;NULL;0;1;1;1;0;NULL;NULL;NULL;NULL
202;1;249;1;CodiceUnitaINPS;Codice Unita INPS;36;NULL;NULL;NULL;NULL;NULL;0;1;1;1;1;NULL;NULL;NULL;NULL
203;3;250;1;codicePA;codice PA;37;profiloUtente;codicePA;NULL;NULL;NULL;0;0;1;1;1;NULL;28;NULL;NULL
204;1;250;2;tipoConsultazione;Tipo Consultazione;42;NULL;NULL;NULL;NULL;NULL;0;1;1;0;1;NULL;NULL;NULL;NULL
205;3;251;1;codiceSA;codice Stazione Appaltante;33;profiloUtente;codiceSA;NULL;NULL;NULL;0;0;1;1;0;NULL;28;NULL;NULL
211;3;261;1;appID;Applicazione;11;profiloUtente;appID;0;;0;0;0;1;1;1;;-1;"                                                                                                                                                                                                                                                          ";0
212;2;263;1;codiceSA;codice Stazione Appaltante;33;NULL;NULL;NULL;NULL;NULL;0;1;1;1;1;NULL;28;NULL;NULL
213;2;264;1;codiceSOA;codice SOA;35;NULL;NULL;NULL;NULL;NULL;0;1;1;1;1;NULL;28;NULL;NULL
216;1;272;1;PermessiDURC;Permessi;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
217;1;277;2;CodiceUnita;CodiceUnita;510;NULL;NULL;NULL;NULL;NULL;0;0;1;0;1;NULL;NULL;NULL;NULL
218;3;277;1;codiceRegione;Codice Regione Inail;NULL;profiloUtente;codiceRegione;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL
219;1;279;1;codiceUnita;Codice Unità;10;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
222;1;283;1;codiceUnita;Codice Unità;10;NULL;NULL;NULL;NULL;NULL;0;0;1;1;0;NULL;NULL;NULL;NULL
223;2;285;1;CFConsSocCoop;Consorzio società cooperative;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;28;NULL;NULL
224;3;286;1;CFConsSocCoop;CF Consorzi società cooperative;NULL;profiloUtente;CFConsSocCoop;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
225;2;293;1;CFSocCapoGruppo;CF Società capogruppo;1;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;28;NULL;NULL
226;1;287;1;codiceProvincia;Iscritto all’albo della provincia di;501;;;0;;0;0;0;1;1;1;;28;"                                                                                                                                                                                                                                                          ";0
227;5;287;4;dataComunicazione;Data comunicazione all'I.T.L.;-1;;;0;;0;0;0;1;0;0;;28;"                                                                                                                                                                                                                                                          ";0
228;1;287;3;ProvinciaComunicazione;Comunicazione all'I.T.L. di ( L. 12/79);501;;;0;;0;0;0;1;0;1;;28;"                                                                                                                                                                                                                                                          ";0
229;3;287;2;numeroIscrizioneAlbo;Numero iscrizione Albo;19;;;0;;0;0;0;1;0;0;;28;"                                                                                                                                                                                                                                                          ";0
230;3;288;1;userNamePadre;Utente 'padre';NULL;profiloUtente;username;NULL;NULL;NULL;0;0;1;0;0;NULL;NULL;NULL;NULL
231;1;289;1;codiceProvincia;Iscritto all’albo della provincia di;501;;;0;;0;0;0;1;1;1;;28;"                                                                                                                                                                                                                                                          ";0
232;5;289;4;dataComunicazione;Data comunicazione all'I.T.L.;-1;;;0;;0;0;0;1;0;0;;28;"                                                                                                                                                                                                                                                          ";0
233;1;289;3;ProvinciaComunicazione;Comunicazione all'I.T.L. di ( L. 12/79);501;;;0;;0;0;0;1;0;1;;28;"                                                                                                                                                                                                                                                          ";0
234;3;289;2;numeroIscrizioneAlbo;Numero iscrizione Albo;19;;;0;;0;0;0;1;0;0;;28;"                                                                                                                                                                                                                                                          ";0
235;3;291;1;codiceProvincia;codice Provincia;501;;;0;;0;0;0;1;1;1;;28;"                                                                                                                                                                                                                                                          ";0
236;3;291;2;numeroIscrizioneAlbo;Numero iscrizione;19;NULL;NULL;NULL;NULL;NULL;0;0;1;0;0;NULL;28;NULL;NULL
237;3;290;1;userNamePadre;Utente 'padre';NULL;profiloUtente;username;NULL;NULL;NULL;0;0;1;0;1;NULL;NULL;NULL;NULL
238;3;294;1;CFSocCapoGruppo;CF Società capogruppo;NULL;profiloUtente;CFSocCapoGruppo;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
239;3;292;1;userNamePadre;Utente 'padre';NULL;profiloUtente;username;NULL;NULL;NULL;0;0;1;0;1;NULL;NULL;NULL;NULL
242;1;320;1;codiceUnita;Codice sede;10;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL
249;1;341;1;codiceRegione;Codice Regione Inail;1;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL
250;1;341;1;CodiceUnita;CodiceUnita;10;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL
265;1;365;1;TerritorioCarab;Territorio Carabinieri;1;NULL;NULL;NULL;NULL;NULL;0;1;1;1;0;NULL;NULL;NULL;NULL
266;1;365;2;IspettLavCarab;Nucleo CC Ispettorato del Lavoro Carabinieri;503;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL;NULL;NULL
268;1;366;0;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
270;3;368;0;codiceUnita;Codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
271;1;369;0;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
272;3;371;0;codiceUnita;Codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
273;3;372;0;codiceUnita;Codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
274;3;373;0;codiceUnita;Codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
276;3;375;1;codiceUnita;Codice Unità;-1;profiloUtente;codiceUnita;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
277;1;376;0;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
279;1;378;1;codiceUnita;Codice Unità;537;profiloUtente;codiceUnita;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
280;1;379;0;codiceUnita;Codice Unità;10;;;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
281;1;380;0;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
284;3;385;1;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
285;3;386;1;codiceUnita;Codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
286;3;387;1;codiceUnita;Codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
287;3;388;1;codiceUnita;Codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
288;3;389;0;codiceUnita;Codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
290;3;392;1;codiceUnita;codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
291;3;393;1;codiceUnita;codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
292;3;394;1;codiceUnita;codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
293;3;395;0;codiceUnita;codice Unità;NULL;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
300;1;401;1;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;1;1;1;1;NULL;NULL;NULL;NULL
301;1;405;1;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;1;1;1;1;NULL;NULL;NULL;NULL
302;4;405;3;PermessiCC;Permessi;519;NULL;NULL;NULL;NULL;1;0;0;0;0;1;11|12|19|;NULL;NULL;NULL
303;1;405;2;Specializzazione;Specializzazione;542;NULL;NULL;NULL;NULL;1;1;0;0;0;1;NULL;NULL;NULL;NULL
304;1;402;1;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;1;1;1;1;NULL;NULL;NULL;NULL
305;4;402;2;PermessiCC;Permessi;519;NULL;NULL;NULL;NULL;1;0;0;1;0;1;1|2|12|15|19|;NULL;NULL;NULL
306;1;403;1;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;1;1;1;1;NULL;NULL;NULL;NULL
307;4;403;2;PermessiCC;Permessi;519;NULL;NULL;NULL;NULL;1;0;0;0;0;1;12|19|;NULL;NULL;NULL
308;1;404;1;codiceUnita;Codice Unità;537;NULL;NULL;NULL;NULL;1;1;1;1;1;1;NULL;NULL;NULL;NULL
309;4;404;2;PermessiCC;Permessi;519;NULL;NULL;NULL;NULL;1;0;0;1;0;1;12|19|;NULL;NULL;NULL
310;1;408;1;codiceUnita;codice Unità;537;profiloUtente;codiceUnita;NULL;NULL;1;1;1;1;1;1;NULL;NULL;NULL;NULL
313;5;404;3;DataScadenza;Data Scadenza (gg/mm/aaaa);-1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
314;5;402;3;DataScadenza;Data Scadenza (gg/mm/aaaa);-1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
315;5;405;4;DataScadenza;Data Scadenza (gg/mm/aaaa);-1;;;0;;0;0;0;0;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
316;5;403;3;DataScadenza;Data Scadenza (gg/mm/aaaa);-1;;;0;;0;0;0;0;0;1;;-1;"                                                                                                                                                                                                                                                          ";0
317;4;401;2;PermessiCC;Permessi;519;NULL;NULL;NULL;NULL;1;0;0;1;0;1;1|10|11|14|15|16|17|18|19|2|20|3|4|5|6|7|8|9|;NULL;NULL;NULL
318;5;401;3;DataScadenza;Data Scadenza (gg/mm/aaaa);-1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
319;1;410;0;codiceUnita;codice Unità;537;;;0;;1;1;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
321;1;413;1;codiceRegione;Codice Regione;542;NULL;NULL;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL
326;1;423;1;codiceAvvocatura;Avvocatura;526;NULL;NULL;NULL;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;NULL
327;1;423;2;SettoreAvvocatura;Settore;527;attributo;codiceAvvocatura;NULL;NULL;1;1;0;1;0;0;NULL;NULL;NULL;NULL
328;1;426;1;codiceAvvocatura;Avvocatura;532;NULL;NULL;NULL;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;NULL
329;1;426;2;SettoreAvvocatura;Settore;527;attributo;codiceAvvocatura;NULL;NULL;1;1;0;1;0;0;NULL;NULL;NULL;NULL
330;1;427;2;codiceAvvocatura;Avvocatura;532;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
331;6;427;1;codicePermessoAmm;Permesso;533;NULL;NULL;NULL;NULL;1;0;0;0;0;NULL;NULL;NULL;NULL;NULL
332;3;427;0;SettoreAvvocatura;Settore;NULL;profiloUtente;SettoreAvvocatura;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL
333;1;427;0;userName;Legale di riferimento;511;NULL;NULL;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL
334;1;428;1;codiceAvvocatura;"Avvocatura ";532;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
335;1;429;1;codiceAvvocatura;Avvocatura;532;NULL;NULL;NULL;NULL;1;1;1;1;1;NULL;NULL;NULL;NULL;NULL
336;1;429;2;SettoreAvvocatura;Settore;527;attributo;codiceAvvocatura;NULL;NULL;1;1;0;1;0;0;NULL;NULL;NULL;NULL
337;1;432;1;codiceRegione;codice Regione;517;profiloUtente;codiceRegione;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
338;1;434;0;codiceUnita;codice Unità;524;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
339;1;413;2;codiceUnita;codice Unità;518;profiloUtente;codiceUnita;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
340;5;408;3;DataScadenza;Data Scadenza (gg/mm/aaaa);-1;;;0;;0;0;0;1;0;0;;-1;"                                                                                                                                                                                                                                                          ";0
341;1;438;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
342;1;439;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
343;4;408;2;PermessiCC;Permessi;519;NULL;NULL;NULL;NULL;1;0;0;1;0;1;1|10|11|14|15|16|17|18|19|2|20|3|4|5|6|7|8|9|12|;NULL;NULL;NULL
344;1;446;1;codiceUnita;codice Unità;-1;profiloUtente;codiceUnita;0;;1;0;0;1;1;0;;-1;"                                                                                                                                                                                                                                                          ";0
345;6;428;2;codicePermessoAmm;Permesso;533;NULL;NULL;NULL;NULL;1;0;0;0;1;NULL;NULL;NULL;NULL;NULL
346;1;450;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;1;NULL;NULL;NULL;NULL;NULL
348;1;453;1;Ruolo;Ruolo;542;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;NULL;NULL;NULL
352;1;457;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;NULL;NULL;NULL
353;1;458;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;NULL;NULL;NULL
354;1;459;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;NULL;NULL;NULL
355;1;460;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;0;0;1;0;NULL;NULL;NULL;NULL;NULL
356;1;461;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;0;1;NULL;NULL;NULL;NULL
357;1;462;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;0;1;NULL;NULL;NULL;NULL
358;1;463;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL
359;1;464;1;codiceUnita;codice Unità;537;NULL;NULL;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL
